stars,comment
5.0 out of 5 stars,"







  
  
    I baught these books when my daughter was 20 months old , and she spent more time with these books than her toys.The quality of pages  is very good.Perfect books for a 2 year old.
  
"
4.0 out of 5 stars,"







  
  
    I would have given 5 stars if the size was a little bigger...but any how it’s a good buy
  
"
5.0 out of 5 stars,"







  
  
    Very good  booksmany people wont know many of the names of animals,fruits,vegetables etc. So people of all ages can learn from these books.
  
"
5.0 out of 5 stars,"







  
  
    Satisfied being as per expectations.
  
"
5.0 out of 5 stars,"







  
  
    Nice quality and premium feel
  
"
3.0 out of 5 stars,"







  
  
    Smaller in size , not upto expectation
  
"
5.0 out of 5 stars,"







  
  
    Board books good..early lern in my son.he love it..ply.😍
  
"
5.0 out of 5 stars,"







  
  
    Quality of the books is good and content is simple and clear for the young learners ..my sin is enjoying the books..thank you seller
  
"
1.0 out of 5 stars,"







  
  
    Book binding is not good
  
"
4.0 out of 5 stars,"







  
  
    All books are very small but the quality is very good
  
"
5.0 out of 5 stars,"







  
  
    Thank u seller,, my son really love it...I purchase this last March and now my son already know everything...Much love and God bless..more books to come
  
"
3.0 out of 5 stars,"







  
  
    Quality ok but small size book
  
"
4.0 out of 5 stars,"







  
  
    These books are fine but not as per indian traditional education system. Most of the nomenclatures are not so convenient.
  
"
3.0 out of 5 stars,"







  
  
    Pros ..Simple words to learn for 2 n half yearCons...Size could be larger...it is of ur palm size.I brought so it could not be torn...binding is not so good
  
"
5.0 out of 5 stars,"







  
  
    My baby likes so much.. it's very strong not tearable.. Pictures are clear and bold.
  
"
4.0 out of 5 stars,"







  
  
    Price drops within minutes of buying! Good but small.
  
"
5.0 out of 5 stars,"







  
  
    There are amazing 3D pictures in this book... just by playing kids will learn many things.. one who is looking for this set of books can definitely go for this.. these are best learning books for toddlers 😊😊
  
"
1.0 out of 5 stars,"







  
    बहुत ही बकवास product था । विज्ञापन में दिखा कि बहुत बड़ी books थी परन्तु बहुत ही ज्यादा छोटी । देखकर सिर पीट लिया । नोट : कृपया विज्ञापनों पर कभी ना जाएं वरना पछताना पड़ेगा मेरी तरह
  
  
"
5.0 out of 5 stars,"







  
  
    My babybis enjoying all the books and have learnt many things. As the pictures given in the books are real ones, my baby can relate to it well.
  
"
5.0 out of 5 stars,"







  
  
    My child loved it a lot and he spends his time with these books and it turned into a routine must buy for kids
  
"
5.0 out of 5 stars,"







  
  
    Excellent decision to buy this book for my daughter when she was just 1 year old. Great beginning for home schooling.
  
"
5.0 out of 5 stars,"







  
  
    Started using for my 9 month old twins. Good and handy
  
"
5.0 out of 5 stars,"







  
  
    It's very useful product for my baby..She is enjoying..
  
"
5.0 out of 5 stars,"







  
  
    Really must have product for your baby... Quality is superb and really value for money
  
"
5.0 out of 5 stars,"







  
  
    These set of books brought happiness on kids face. Perfect books for kids below 3 years to learn easily n understand.
  
"
5.0 out of 5 stars,"







  
  
    The books are of very good quality... The quality of pages, binding and printing is also good... Value for money
  
"
5.0 out of 5 stars,"







  
  
    Good Quality.Suitable for children aged 2 to 3
  
"
3.0 out of 5 stars,"







  
  
    They sent me this package in which abc and colour book same print. Abc has colours printed and it is pasted upside down. Otherwise product ok.
  
"
5.0 out of 5 stars,"







  
  
    Toddlers like to play with their books, also learn from them. This is a very good product for that purpose. My kid like to play with his books.
  
"
5.0 out of 5 stars,"







  
  
    Quality of this product has compelled me to write first 'positive"" review after being Amazon customer for past 13 years(from US). Just brilliant, Amazing, Involving, great quality
  
"
5.0 out of 5 stars,"







  
  
    Books are ok. Check the sizes once again before buying..
  
"
5.0 out of 5 stars,"







  
  
    Very Beautiful set ok books for kids... quality of pages are very good. My 3 years Daughter love the books.
  
"
4.0 out of 5 stars,"







  
  
    The product is good but it is only pocket or say small size books not big books as shown in the picture
  
"
5.0 out of 5 stars,"







  
  
    Good for children till 5 years .Nice collection of contentGood quality of imagesOverall very good productGo for it without any hesitation
  
"
3.0 out of 5 stars,"







  
  
    It's the sizeof pocket book, quality is good but overpriced
  
"
3.0 out of 5 stars,"







  
  
    Wrong product served . I can't gift there product to my kid at write time still it too longer to receive...pls rectify this kind of issues. I'm suggesting an idea pls. Make sure the deliver person to confirm the write product is delivered be four he leave....
  
"
5.0 out of 5 stars,"







  
  
    I never thought that my 2 years old kid would love this product so much. He just go through the books daily without fail. And yes he has learnt a lot too. He just identifies animals, birds so quickly. I love this.
  
"
5.0 out of 5 stars,"







  
  
    Much better quality than expected and great books !
  
"
4.0 out of 5 stars,"







  
  
    Although the prints are very colourful and good. One of the books' spine was already a bit tattered as shown in the pic..Very good otherwise!
  
"
4.0 out of 5 stars,"







  
  
    On time deliveryValue for moneyGood quality 5/5The size was not as expected was small.Good for age 2.5 to 4.5My kid liked it.
  
"
